ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Meta: wpr_secondary_image_id","Meta: site-sidebar-layout","Meta: ast-site-content-layout","Meta: site-content-style","Meta: site-sidebar-style","Meta: theme-transparent-header-meta","Meta: _eael_post_view_count","Meta: astra-migrate-meta-layouts","Meta: _wc_facebook_sync_enabled_v2","Meta: fb_visibility","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Meta: fb_size","Attribute 3 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 5 default","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Meta: _wc_facebook_product_image_source","Meta: fb_mpn","Meta: fb_product_image","Meta: fb_product_images","Meta: fb_product_price"
3424,variation,,,Tablecloths,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,299,,,,,,,id:3422,,,,,,10,,Size,"68"" x 156""",,0,,Stock,,,0,,,,,,,,,,,,"Thread Color",,,0,Turnaround,,,0,,"68"" x 156""",,,,,,,,,,,,,,,
3423,variation,,,Tablecloths,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,250,,,,,,,id:3422,,,,,,9,,Size,"68"" x 132""",,0,,Stock,,,0,,,,,,,,,,,,"Thread Color",,,0,Turnaround,,,0,,"68"" x 132""",,,,,,,,,,,,,,,
3440,variation,,,"4x6 Table Tents",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3434,,,,,,1,,Quanity,75,,0,,Size,"4"" x 6""",,0,,,,,,,,,,,,Stock,,,0,Finish,,,0,,"4"" x 6""",,Turnaround,,,0,,,,,,,,,,
3441,variation,,,"4x6 Table Tents",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,109,,,,,,,id:3434,,,,,,2,,Quanity,100,,0,,Size,"4"" x 6""",,0,,,,,,,,,,,,Stock,,,0,Finish,,,0,,"4"" x 6""",,Turnaround,,,0,,,,,,,,,,
3442,variation,,,"4x6 Table Tents",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,225,,,,,,,id:3434,,,,,,3,,Quanity,250,,0,,Size,"4"" x 6""",,0,,,,,,,,,,,,Stock,,,0,Finish,,,0,,"4"" x 6""",,Turnaround,,,0,,,,,,,,,,
3443,variation,,,"4x6 Table Tents",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,250,,,,,,,id:3434,,,,,,4,,Quanity,500,,0,,Size,"4"" x 6""",,0,,,,,,,,,,,,Stock,,,0,Finish,,,0,,"4"" x 6""",,Turnaround,,,0,,,,,,,,,,
3445,variation,,,"Sidewalk Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3444,,,,,,1,,Size,"24"" x 18""",,0,,Stock,"4mm White Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,"24"" x 18""",,,,,,,,,,,,,,,
3587,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,48,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3575,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,149,,,,,,,id:3475,,,,,,36,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3574,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,209,,,,,,,id:3475,,,,,,35,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3573,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,150,,,,,,,id:3475,,,,,,34,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3572,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,33,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3571,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,139,,,,,,,id:3475,,,,,,32,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3570,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,31,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3569,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,89,,,,,,,id:3475,,,,,,30,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3568,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,29,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3567,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:3475,,,,,,28,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3566,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,69,,,,,,,id:3475,,,,,,27,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3576,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:3475,,,,,,37,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3577,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,72,,,,,,,id:3475,,,,,,38,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3586,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,189,,,,,,,id:3475,,,,,,47,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3585,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,46,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3584,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:3475,,,,,,45,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3583,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,115,,,,,,,id:3475,,,,,,44,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3582,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:3475,,,,,,43,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3581,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,69,,,,,,,id:3475,,,,,,42,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3580,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,41,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3579,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,69,,,,,,,id:3475,,,,,,40,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3578,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:3475,,,,,,39,,Finish,Matte,,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3558,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:3475,,,,,,19,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3546,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,10,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3565,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,26,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3564,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,,,,id:3475,,,,,,25,,Finish,Matte,,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3550,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,199,,,,,,,id:3475,,,,,,14,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3549,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,150,,,,,,,id:3475,,,,,,13,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3548,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,12,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3547,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,139,,,,,,,id:3475,,,,,,11,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3545,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,9,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3544,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,8,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3543,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,7,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3542,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,,,,id:3475,,,,,,6,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3541,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,5,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3551,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,15,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3552,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,68,,,,,,,id:3475,,,,,,1,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3553,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,,,,id:3475,,,,,,2,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3563,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,24,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3562,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,189,,,,,,,id:3475,,,,,,23,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3561,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:3475,,,,,,22,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,2500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3560,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,77,,,,,,,id:3475,,,,,,21,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3559,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,115,,,,,,,id:3475,,,,,,20,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,1000,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3557,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,68,,,,,,,id:3475,,,,,,18,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3556,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3475,,,,,,17,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"5""x 8""",,0,,"5""x 8""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3555,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,68,,,,,,,id:3475,,,,,,16,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,500,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3554,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,,,,id:3475,,,,,,3,,Finish,"UV Coated",,0,,"Need Design","No\, I have a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 4""",,0,,"4"" x 4""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3540,variation,,,Postcards/Flyers,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,,,,id:3475,,,,,,4,,Finish,"UV Coated",,0,,"Need Design","Yes\, I need a design.",,0,,,,,,,,,,,,Quanity,250,,0,Size,"4"" x 6""",,0,,"4"" x 6""",,Cardstock,16pt,,0,,Turnaround,,,0,,,,,
3652,variation,,,"Clear Plastic Business Cards",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,199,,,,,,,id:3589,,,,,,1,,Quanity,250,,0,,"Corners Radius","Rounded 1/8""",,0,,,,,,,,,,yes,yes,Stock,"20pt Clear Plastic",,0,Size,"3.5"" x 2",,0,,"3.5"" x 2",,Turnaround,,,0,,,,,,product,,,,
3653,variation,,,"Clear Plastic Business Cards",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,250,,,,,,,id:3589,,,,,,2,,Quanity,500,,0,,"Corners Radius","Rounded 1/8""",,0,,,,,,,,,,yes,yes,Stock,"20pt Clear Plastic",,0,Size,"3.5"" x 2",,0,,"3.5"" x 2",,Turnaround,,,0,,,,,,product,,,,
3654,variation,,,"Clear Plastic Business Cards",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,319,,,,,,,id:3589,,,,,,3,,Quanity,1000,,0,,"Corners Radius","Rounded 1/8""",,0,,,,,,,,,,yes,yes,Stock,"20pt Clear Plastic",,0,Size,"3.5"" x 2",,0,,"3.5"" x 2",,Turnaround,,,0,,,,,,product,,,,
3655,variation,,,"Clear Plastic Business Cards",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,750,,,,,,,id:3589,,,,,,4,,Quanity,2500,,0,,"Corners Radius","Rounded 1/8""",,0,,,,,,,,,,yes,yes,Stock,"20pt Clear Plastic",,0,Size,"3.5"" x 2",,0,,"3.5"" x 2",,Turnaround,,,0,,,,,,product,,,,
3641,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1884,,,,,,,id:3606,,,,,,5,,Quanity,200,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3640,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,942,,,,,,,id:3606,,,,,,4,,Quanity,100,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3639,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,699,,,,,,,id:3606,,,,,,3,,Quanity,70,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3638,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,601,,,,,,,id:3606,,,,,,2,,Quanity,60,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3637,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,528,,,,,,,id:3606,,,,,,1,,Quanity,50,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3636,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,429,,,,,,,id:3606,,,,,,18,,Quanity,40,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3635,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,315,,,,,,,id:3606,,,,,,17,,Quanity,30,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3634,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,222,,,,,,,id:3606,,,,,,16,,Quanity,20,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3633,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:3606,,,,,,15,,Quanity,10,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3632,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99,,,,,,,id:3606,,,,,,14,,Quanity,9,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3631,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,88,,,,,,,id:3606,,,,,,13,,Quanity,8,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3630,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,77,,,,,,,id:3606,,,,,,12,,Quanity,7,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3629,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,66,,,,,,,id:3606,,,,,,11,,Quanity,6,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3628,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,55,,,,,,,id:3606,,,,,,10,,Quanity,5,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3627,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44,,,,,,,id:3606,,,,,,9,,Quanity,4,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3626,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33,,,,,,,id:3606,,,,,,8,,Quanity,3,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3625,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22,,,,,,,id:3606,,,,,,7,,Quanity,2,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3624,variation,,,"4mm Coroplast Signs",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,,,,id:3606,,,,,,6,,Quanity,1,,0,,Stock,"4mm Coroplast",,0,,,,,,,,,,,,Turnaround,,,0,,,,,,,,,,,,,,,,,,,,,
3697,variation,,,"Tax Affiliate Package - 4 Business Days",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,499,600,,,,,,,id:3677,,,,,,1,,Turnaround,"4 Business Days",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
